title,subject,length,journal_ID
SaLmkWFnkNofOTWgdqdctzUXiYpMxqYsNLFeMclgopjRTVJYpg,chem,6140,45
hCSyuTHMJQOaiThwCaBKlyeFPBDrIQpfeCwLpJXVTXyYXRNsRP,geom,3373,21
vIhEXbgtYsaeDFVsTFhiyDPmmyIdIeFYjcvlSmxSLrAMspkwnK,geom,2269,28
ZMSOmASnihiyWjVBTAVmSIerFnZdQwbSnVDHdypIqITYtKTLeS,math,3560,40
DpuZGafFLTVtGcpTmjDeHONVjvrmYJNwgkZUTfdfwraDgepNXK,math,7515,6
rmClnhFnMpgMhJjstLtShCDrPGYrArzmVqAUqYMiQWHIRhSkLr,phys,1081,21
DuwIlaHchcdmafmmKtEUZygrlvpDZpgQSJTjPPHeFXlypbWadD,biol,7428,28
krIWjrsBcvbbWGFRIBJaHksFhAhqeitLdwvhOFxcwMXicolFIg,chem,5645,22
ZmcWHhsMOWBEhyLkVpmfGDDfNUDGtGTLbvxEojpbgPWvFWQamX,stat,4451,45
qrGVAhYByirZDDwVUNwmEunJhcRnQQXXzJucybsGKFDTuEjONj,phys,1742,45
gmKKjHDtrZfjUcrVrqZUewrwAVHOPZFNoMjFKrIUaNwPZtijgX,geom,5888,36
ktcWXUpmNgBHaklglzrOPlExRRbJSiaCLgyehnYXTNUdkcdVzU,math,3511,46
mOMKiUTVCVfSYlWfHdwlHprJtMLzdqycdJRYxiLdyxPhiHsRbF,math,5243,6
AkrIWRDRtXOkLWYXYyvgpmshWcyoYrAkcJaBYApDgnHxAXapyE,math,5666,19
OMrmsKJghROLOXliAcBzDvthwMkfeoxIVvXjMvqrwMWuLqfnSB,stat,7358,11
nKdwkCuEJlpyebtmwuLNNxwMCISWtnXMiJWtmsnxGasEeSUfAo,phys,7577,19
qEYtysMkMABPPAgqviOaUYnfsRGjGNPxWzXjQNBmUopIuFHqOi,chem,2599,31
jUdyMlQYaEubjYirwjlevfrMWLgGnTWNKbXVJeJgzgMpHfjKIK,chem,7612,47
MQICVDISJAhBwEYhDsYzYDxmFcCwecaglpECwGwERXKPPfgZzP,cs,1719,13
EuqVGUxjaYIvtJYgkqGQlgroNTnRKkluJVyPEeDxqNDMxeclLu,chem,4671,42
FFMxmEcnMBJmMJluocqwgcBaMriVkTErHDyyiMDbsNcDBMRSsM,geom,4260,35
VhcnwUGZfrLpYHXtLPQgPtMGMzHmiQSqsZMlPNphCdxpptqEZw,chem,7321,18
JzLyvrNRgjTIBvnwyXDRrVQRZpsFNqIEYsnPBdneRgAwrnWkMQ,biol,7369,6
LCJmsJMmFFjoilEUvHQELotHgfWpYLQPhAeXwSAZAsGRYeKfru,chem,5683,35
aNjrSOqgqABXqVUyERzxofTUzHQAhZNtZQRfREVErSFbEXzOMW,geom,6502,4
atwBulyQDhpUqKLEWrZQtkpUnbQIHKGtsvsJzKmAljZeFnxksO,chem,2280,47
ZJVLbMPWkWWWAeySVdesNKwRMkoIsgJzhTUVymvVDWnUjaARKn,stat,7889,20
qQlkjIzzRYKCWSVxNCPkctEMUIEuCrNVZaLfurIKAiMuBaosyG,math,4549,46
kvpAGgJFtdsQhwfCNQtVSgnmthMGFnSMzoriUXTgDGiMDzAyHh,biol,5923,6
ZCIczDhOzkrobDztKwdLQVJDWCiBncDIKypQghGCjyLEfiVXoB,phys,7738,6
DaPbZIXUEPogYNogHZiCDYbfHbZGJPfHhAwmXwUXqISuEHAZhB,phys,4304,15
SpSAjVAdAduPDtlFrlmrdCOBIbEFHoPalyXsjFUrATEVIvqQkG,phys,1082,43
JJYahsOLUPKippIfmqjmCUImzECgovPRpLeukzEgCzdARFzoQw,stat,6210,26
XUsaExDMcLaJmjuFMWOmSPODbanOGaqHIEyjFhaJcxNpIeIjXc,phys,3143,12
cMuHbTyXymuyDZvMPgLGNxfpBuHVdSgEHGYVLLRiJIxlPQrpbn,engl,3912,31
kSqbwzrxIFPtKaCOexqwmsuEQbbVtibscJDwWWEjXdEsODKAGF,stat,2254,46
zufUZzhYAwWiDPsmDkyHmHBcmlOGmFfVuOgslsLrBCglMPqfkD,math,2187,45
mvjTvMTXEgUdWtTyDIwzUnnKWOZplPAmiWdyMmhaJXonkpKaRZ,geom,6755,11
DsxbOPnhdmMtcuTESskjonJxPpaypMrPjTSEEbtPcqCWThitqx,phys,4871,4
URjXVrrEcmMWgkkACVGFIpoKFUEUVXLSEGZDKlpKAGWlOoKWXM,phys,3948,32
JsDUnmFownSXhaiiNZokWvdZdfezmxytwWUcewpzLrOWMCkFBn,phys,3713,40
ipHUjUZORmHOLrVqdhasPeozqBxoBIVyjonwCicpxuABZDPGqr,stat,3550,26
PJcEYTVhPFmYZnExAqIzTeZAVnCBqCyHdRVOyPRHaOapSjaDep,chem,2259,28
FxUcxsEWCyHxxnJPphfARNWnFkRUqxHHgvnrhIeBJNzMsYqGKN,stat,1714,11
XuwOsKOzUeSZDYePSzecUdIuAnoYeZFfIsokKTcTlTLsrVwGFO,stat,7533,26
RWOtRldhDNZdQswjPpIRpPsAkTwAyBbUPqBNWepYxGVpWYRqdP,chem,4215,28
HeNhcAnpCocKJpZDTQFAECVpaZRSfccZnvDaAJKQYuLXZcLKUH,biol,3074,33
MwXmBYyvLTdTZEbIGHoXQMBqeodTlglbJzFCrqRyzirqoZRpNC,biol,6246,7
lRsAVdrjhGUtvdWzElvsQxtzFKQuBYQqlwBBcQHXCoPwimTpeu,chem,1154,47
zzaWntQiJKfGzrpGtiaqtUqakxlCuAyrjJzeBhFbYnxehFyiVt,chem,6979,35
JiLQxzKfUGTPJKhJmPOliZfTbGYQwulLDfEbdLbMNLVoVIVASj,math,7736,4
qmWtciqeJAqesNlDfLXRWoeRkcYHOWqBMkLYOyCcanPerQXmgM,geom,5365,4
HKdqMHtCuEZzcPVCHmJVLHOFiUgVSXouQrKCLdRhwAewAscZit,biol,4695,32
juAsZFKJJWiKEPifbjIiiNxHWlezLmUjuulYSjvfWMokjXlnLp,phys,3347,27
BkpqdaisByNkpQGFXpGnbZKxbcgquhMLadVBxWxPcZlFqMKgZI,cs,6670,20
nUVhMrMidkJOtFEkRpscJypSsWGOlEffqvuSrvxIIudJKcUepi,phys,3335,28
HiHLFGrgvlbWowpsvRaJDlkOeEMOCdtLlbaGTaphjNcrWwfUmE,biol,1481,50
YbYKGAHAOiUpNlnkESyrgbqXDHhnWELPdxNzZjpUCcSKiEUhrO,stat,3708,11
xggANGdHWBwJJRJlEKcgtooeuiPtyWHgUXfnvLtadFCsNSATMH,geom,7814,26
LlUmqUzsgVdBtZVnwByZIOgXfHwzxdHduaUmhSJAtQVCWNcTLq,geom,4171,45
xacZhRAVyNwyHPYsWgESgiCqvnCzFwdJldzBpGIsQQLDmcaaPw,stat,2745,5
HUaLjMtqFoOLtjZlhYrJQKrvhTbMhJbizfnpiTDMvOqnIAGlrl,chem,7737,38
vDAeSDplQwtKkoVtOpMHKogBCnbSwEepkDoHlODQrNfvGywnaa,geom,1742,21
QPGHbekkCVZljmSXimUFqKPJtKmWNJDiMVXdMJXzlfCVRJnQSM,chem,2804,5
DlsdAAzfkVHJizsYsnEHfYTezdfKcXJTcIgqWTjRgynEBroEMK,chem,3805,13
OpxHYVNgWavRvfzzKLnxpeqjYbRGmShggbgvwParNtRfupKCYC,biol,7252,43
iNMhrSeDammsPnBHfzAYvEMtlSbuPXJChmEiBINkcbqqrZrFVl,chem,7014,20
mJxjgNeYNfgpnYBINGnnVQulmCtjjjHidxNRzqMYDDZZjmbXlo,geom,5301,32
nlJDryKwhoViZqVZtcEBVBGHjFAnplUIJnCoarYLkMrREBMVyN,stat,4291,19
rLmpfWkeYUobxSPmSbWquyGfyWQICLouMhwZJeBdQUbtCZseGw,engl,5791,33
mTRNiFDKNomQYtEKDrJpcUXhpbXqDeEmrylsbwtWhzYxkPvQFL,chem,5316,35
DSTzWdbhkmKdVZlJUwxgUoIKCVxRIYjFFeIAFsWYdyaEPrHwrQ,cs,4582,30
RUEpNIkqaUojowrBAaRPINiqtgsKpzpDjRmkOlVzHElgWNzrVE,geom,4807,34
cxkBgxGNWjKZUFoTrnEXMjXrzOoleAESCQFyhbEfpDmXLJldIB,math,6146,38
ZsUFZJWBnqpVobEgDelPlOXgsIURbVfOgQGkjepSfWgNKgMbMX,cs,2332,49
mrxEoJZVPTsMXyqMhUFsAvpcDHFaRuVvfzRnxfgGtKMNttXXee,cs,3437,26
UsGikPLgUvhOaCpvdDvxJXRdPvzlhWZVqWwZeCjZaAYAYNnAff,math,2029,39
WFFwNVBtSalVyPcldqlbQaWJybwMLYLmGKKtZuzHdIDFzmOdyn,cs,3670,3
mjHyfvCRakscqgxwhrKyrZaZmBCdRtebKpVTvtBwlixfNSZrWi,math,1425,24
RttyoNGopPIqkNehfhezjjuExkTpwtUbpqfvxhlOkfKlGYzmTu,math,7049,29
oAWMjSGxZurXmXaZLTfhxJWiFLnUkGzPGPiFhkwrPIioUBJiVd,cs,7350,46
dqTkCNCOahfvnsLyTAgCfyPZyyqVHjRzSMeSJZNDMsDZjhpCpp,math,3913,3
zxSXusEcmaIcuzhvuaOiTGreTQDsTWCIMkkECGowoJEXeqscVm,cs,1547,16
gakWBzcsYIWWpiMjfWfQzbxYwsarViJMNifHexGskFWIZNUmHZ,phys,4077,15
nEnwdmUYzGvBRqIthTEbyTkzQFdFScwmcsjVRMEUjJZKRvFAHF,biol,7034,24
wORhsvsUIcyfKKmUcBeUrZvVtHhuwqUeoXvxeTZeieKRqXEpPm,biol,1887,1
MWTQPOiVCwRsemCjfFVYaoEDsNhRpcPkyNsDiQzeqdVzqzwGRg,stat,3331,22
WdSZJqKXPCaUFOQsWeXpwKWtaAWjnVYUwYTDtkqyvTXUIUTWUa,biol,7686,30
RZPYxGepiecXBNFUqFksSbUDRifqQRluTwQHMRiRSltWydoXLD,math,3093,21
kmOmRNtFOokmMIhDElXmFCTYOObSvxjCPxPbQUhlMKJfVxTYdT,stat,6590,43
tnOceFYGOVqsjiSOWjfwLhFpTDpPrHxQVFwnIVOWqLlQjbidqH,biol,2288,24
QfgUGGyyDgUMygNBwnCLgtqmYrtIgPEIKYmYQxdbjhreMnDMJC,engl,6242,13
tSAmseLSBcQicbQwwTvATIZgqHPrcKAGriTiVdmgCgfmmpAJQj,engl,5465,16
AiSXavPTNwSXsZErGfsaYKRgRfhTYmzgtDhSUzPiTLvpTCzBUQ,phys,7562,43
jbfpfyLyHoXwXhWUcdpmRkBJBXHlShXSZmQwgXkersxXRzCpKd,phys,4176,1
wwXUymaBihfhQMrBJVfSusZBXIqpkCgrjrfpfNUnhYqnNWZqlW,geom,2452,50
IlYkvGlsfUDrRaXhgjkBUGygjVvYyQyaomfoWtIHZwCNIKinpZ,cs,6829,10
ZariNtuUgwxHAGrRTKadvTAqjDHeaheneTiuooDgYiFmpSKIXw,geom,3332,30
KoJtYcvZTEKrxtBmwjksdgarYGxPlNfslQYCxLwTRXtvhtqfqU,math,4680,27
XYutkKcFfngnxLMXjsLptNWhmPSXfvjOixoeZfcRfFxGzRlhMo,geom,4176,38
gKljPutLzMLFgBgMBGnMkeYThaBTZGUdNIghJURsIiDLmqfCQv,stat,3691,21
qvDuqttgFEZhtKBCsbRhSWwelieDLPdoJFqdVwlEjJMszzMrtR,engl,7453,16
YTvyfFGdgtasOAzzOttznQNhvOmzRNHWClgQMZtCEQvhWDsgCo,geom,3824,0
VhbKmmAshuAmdQcRHYNyEzNdjCHYtyZzfpqoyMOlnxRrKZcqGp,math,4723,4
eMcMLROqviAdBSJPEgQrIpZaBdDizYoyUMdALwEcYPRLLQOvuR,biol,5647,21
jTwUlbCfQGBjrxCvyiyUxLpJJyalsaoiALKqjMNKXNaOGmgnnt,engl,6280,21
zPbQeVWDfZLmDzFRHnxtgjRuUnYpveSijvKcNpdgaHrbZzJYPi,biol,7544,12
bOSYaOAwKlTSmtIeGaFOJNjwtCzTLltmGGcQgyMEZusVoguGov,geom,3334,43
tHGzlEkYoYhpQYwiSDyZXHUpyXeKFjMlVPPHPmaUqfZDpcoSWW,geom,5688,22
nmpRHZqGqzHPLPwGwhWnPegwLtWVLKkiYkwYtWgvLcAfXPchgs,geom,3685,37
LeiwuPjhWJJWGmiBGdTueaicLuutxBrjHmAxFlmNOeaDhigjwp,biol,1698,9
xICvWZSgAGCZvFiHalTZaZNYQtvYuFsoKTHFScpLtdDysvoAZl,chem,4074,7
CnHADYKihhcYzSdVbCBWxKDxYUwFwetNQuvYZJUPoKdExMusVy,engl,2976,29
PsqkbfhKCCFPTEzhVlMeBsUDcRIYTgNDSgPnYmIDQyKbzAddhc,phys,4026,15
RslJhQKWVoYvBVFFHStarTCnFXfLSxzVlZtWBgscWZLzmoNuuS,phys,5682,44
jTrVYdfviRVFCxxjdjjAokSorzpbKXfBqFtcWmcXhWexdZIlAh,math,5279,15
toBXGdVcUnoonScijXfLZoIsjrsFaUjBvgMYqzMWMvBrLpsoJy,chem,7886,41
xjSvEGYlxBNOWlaZyFlFzKLemuwyvWICOUotOPzUAHNcRmDkzp,engl,7557,18
qpmUmazyOHRQKfbCwtJViZEhNpdeeBxgNluRSFnVJpqqscgcEB,engl,4391,45
tBDkTiSGgAdPAIebxxjjNSoOdhgJjHCeZkGTdapygDujQcekkf,cs,1072,38
NvFNETYQbgnCjMSbHovHjTAwsYdkRAGgumVJuPKvyJHSVmQNsx,phys,3339,26
LCMtiZOMxXxGnwQtUhnGVvNDwRbSvgNxpQCgvDiISUEirxdufl,chem,3110,26
ImWQtnWLwjmFJfWlVqZXsVTMscLbZlMqTzdXCVnrXrUSrgCRZZ,cs,7605,19
BRiwxXQIPWDSVXsYUFWkhoHeCdaCZlLxnrKhgVHcKzwPTYymfU,stat,1295,21
eyohQjqMJXReScByfgtRxMSwRDQNxxrWgWZmooLaLFIxjotnBF,stat,1010,23
gkhAolUseaVgomlMgeguxpXUeRgBPGYGnfQMepMIvEhstWYpHc,phys,3140,49
NiKsFuhRRiktyDWwCOltiugexdcNPmTMDqNuUiCrzsgFMuivMi,stat,2075,22
SmIEQHkFEvUxwgwTjNaDnAxTtMhhqxZVdtuPGoxtLHIqlqnbQh,phys,3972,43
AChjkNYrGWFpzeXquSoUSUtNXxQTzZuXXJaSFvQgqdiYyDVTLM,cs,5210,42
IenUcdqDObmrEmUSxwVHswbVBkWEMRWzGhlJSDypXVltUwRCSD,phys,1352,8
HbHepQxASYWbHEhBUUGmGUQuqTxpGYoAHspwVtdntmvhJeSbde,biol,7843,45
zyHnXCahlaGXgwXoInMhXHwDAgohWZTZJHvQFKTvRwftfohEKU,math,3154,48
RSwDThqzGdCkcqrYJcfnpKFQptbnnSNQkmLjQyMKqFWNPJuthC,engl,7254,4
toChqtYGhzhsFFthMCBXGpYscYqJPpPAQcmGoZeuKsVKuGetBR,stat,7543,40
xClltINnIGBTJwHYiWZtCnHgpbdRnMZgCcfvptKfKGfqHKGRzj,math,6877,42
gcJxJQZfusOYzRCBaoeQJmULmYXdOUZjEwXYcvsBBCdxcCzkhq,math,5707,14
zmszBgZpWcPxTzDeUPxgrpZfWBYTUrAHfipduGRUgmdAghMSVI,stat,3594,30
RgqiRBHIziePvhSaxENKXRDJZHeJNiZvjfSxLtiMmkzjXoFbjr,phys,5290,11
PBrwWNcQIbDFsfcazLIKyhRVEQfoHfEsAbxGoCFjmKSGlDOfXb,chem,3005,23
mEQxNfhrzJuBmIjMzAQcCxocczMNyLZcGKGTLWMYFoRecQIeSu,cs,2935,39
xuqOBOJcmNfeBILQguiBuqxLeohRZaSfOMKfjfjKlefioaLENr,stat,2490,33
rJGDCgMUlbMpJnQMWugCmtGgXyHJKlcQKGacAbQNwUYbLuRxPU,engl,1181,24
poQaRtTkEvBuiIOKihtjMZYmrzdNDPvHAMdDjwZNYILiJnIMxY,engl,2755,10
fNJyiQPJaZoxXyTMtOZngpmpScyDsaQZQyjflZLrBdpnvvMCMR,stat,1056,2
PdgIHjDhwCzgqYLxUNLOofeqTNJQUNZtalmupwHryRcVefpYNg,stat,3760,15
jQJPPRosnbAScVSgRKrYaPkFOPHxPrkdAadqXvqZCEBwxjROvQ,math,2975,19
kHvFcKxeyvKNnvXsxyKncrAnNcboCNFTokTIZZsCayBebJOLoL,engl,1116,35
DTxzKPdxdicDvrROqFNFcCAFCfJdCpeXnWAFeYUNJiIAIVRgwg,chem,5933,13
UhgxvTHyBCJGTnxjWmKIiijHIsQYUTrUZohNLCAOlZoDbyWSGa,geom,6849,30
inusvKbWTFECfzMsYYXsLxDkouoPhBbzPnVaidYxnlpcMZhBaW,phys,4468,28
kWpqxzxLaIvCsxEXyvTkjxjfZifKNhoIyfuaEVCJwfbuxrLfOE,math,6374,48
ozEgVjKhCXSFFHvBlEYFaGSzYujpcwhBFPprUyiRWxjijXSOGV,geom,5754,19
PvLQIHGCcYfKmPllTjaYWrTyTLIpZuRNGAySviPRIiBqmCxraz,engl,3984,33
GCUbDoOIYdTQqVdHfIftjJWaVxrYBtlsrEPYmMSRBYzFdjUKdE,stat,6274,21
JuDkLMOqdVmesCmUIzdFbAQQJFRTDrylcpqIwiEbXrjinKnKKH,cs,3398,16
oJwRBGnotDiILzAIejoJOeWHLKJKcxVIrvwEIxGtMcsVombzLK,biol,5741,47
KbsGUVmGIDFmVnbWlcBFYDddaeuVHqQJeDOZzkJfDnFDpMuUjc,math,2974,37
fUZeULLKoAPYRSAjpPdyjqAbYWtWZTfxnnPHuejQMAJPrjCudP,engl,7820,40
MMSyKCAFPqqBlwmTvDhMxyUwsMyzOfyOzpQANavaUYMyBloHHM,math,2544,26
UWulEVkchYWbAvYIEJgpKEBGuvoQirpwbaHcuTybEdxZYkNxSX,biol,5491,11
hhaPZmehXVJrpDxZuUurFaWNjyVVxUwFWzkibJGgPNIWTtHVCF,engl,4853,20
GOlMiciBolbIglSzgSwiEqbxpWAzNBJgJxYYpFKjoVkSopuYjq,geom,1184,17
hbbkYdHBndoVJHtFSEimpbtVXKMYArpzeSOzbtywIrROhhkzwE,cs,5593,9
KcDmpMWRTrZoDRnBwWUAOXGOgcyxGNgXyOxyOjPBDYWFIkCdcY,engl,5125,9
fKozMGcNzekLBaLrABcoZsjwsRvhozJTSxmrfWECfaFbXUAsyb,stat,2471,50
OLNfhtAFNMPToKrwSHkdmclYLHoniKeMoSYdYkrIItKTVkJSvO,geom,3218,50
FAYsgMzxzHgUBNHbRFyuuWDcUcrxxYTeFoIKEaVVsMfWfIULXr,cs,7747,20
HZHocaaKBoByBoXBniKrpHmlVpcVUKmVEWipatTYfXxKDtFzhx,phys,5865,33
ocSxgUjZSfiZkzPUupfSDVJUkRfooHqCbfHspWmQArAJUcGLVL,phys,2827,39
KlfkXmeooCHotTGhYwlTOEjmrOdYlkqgtCGkLvCbBAQZgXXjNN,engl,3470,22
MNEUAIDXEsunQlqlNAXaKUNDbfWKkzWGntqXhAPoUKUMundAcs,chem,3224,31
GGHoWqmisDdxFVqJCaqynypLQeSYnkyehIFXCrrKZjSvUPgQsc,chem,6668,14
DPxYrHlWYxRWplSOYaQqEZYnPrJPoYnueQhgFIWWanfxXjxnao,math,4683,15
NIRdnPuXWRIpPYQsIZhaGDzvqzPsXLJLoPzhvxuiqHTFXOHWTo,geom,7274,6
ZFFKuRJZODkDKskbqRxLNdiMCyIwUmYbQLyRoHuAGBIENccTtd,stat,4417,32
YmYBPLHWmJBCKiTaJfgyOMmjdXszKjdMVbTSEJnsuptDrtyCDb,chem,2090,9
hDgMVCNRBruBTfABndSAREnZYHHwczZgIZSzaCxcFWzkYXVBez,math,5236,37
sVAYUcWdfBjIcranhRjwvIgMJVnmCcMHMkWjMurBaqdxuRkOGU,math,2356,30
JUbZERkZBPknIXJLwZTBUxNjPDAIJcZclNZqtjzalVdlBgaqoZ,biol,4035,31
LkTtWRyOksFepcUMEdvMohEwGBqvNNVfMSFluNqrqPuzoWfHrJ,phys,7526,6
HmkWYhKrhYoRxwpyoRiTszczWWqTdQQDwakjAgAbkWSlFuvwOR,chem,7052,25
qsynufRwFOuWkGXBAYeglpMIXTnsuudUbNebFCQPUMFodDmzpS,stat,4840,11
lREqYJqXfSefFoGVdnlaFMuirATSkkFhqXvfTQImzcGMboQdRq,phys,2407,16
MwKwHJtaDchiKilYOYqQgMLpNqTGTgmGvZXvCQsqdOkJVezPez,biol,7809,16
PMApHuSCNsgjzrIquvUXMhLCoaSfdzWkyyYGYByoaBqeDpTWMG,chem,3293,10
HicWXjbgMvIPEEfIemRUPXqjQJcDmDwuRwqpWMabceyAvwmVRD,stat,2349,16
pQbGYIKQezrAHGtvMvBIrgNTeIESrpSOHznvAiLdRiNDzCgQDO,cs,7777,23
ZeFoqFeXQhrhmzKxvzDeJDSbyAIXNcmApSceNlNDZuaUAodBHW,chem,1126,47
dbmHniTGgAUgrVwhfhjzLQZXFvSMtEeMxkxKnhLWdbdIGdVfAL,chem,6418,15
DsyMMCgBOTaIlFOPzlIZsJFFZdFPEnwdBKeCONVSMVziBluaoA,phys,6249,3
zvzLHKGiPaRfLwJyewMttUebrFSNMTOIIrIzirJcxZTakuOZyL,biol,2282,50
sUKUgzqfZfhqepJhOPimoGMUDrtFezFoYxgykwejJNLshdzmEM,engl,6626,21
wEJFdDRPfipbgiXcduhtsVMWoIDnPpVMDArggvGhuywuuDOPFR,geom,7679,7
kCxPhBFdTVSjMapARzQpnTTzhjlBMKPwpjGMVXhTNOQPIkXkrX,geom,3827,49
DfmslSSdPreGDJlfezfLOxNXkBJRCTdlmYBmGrTAYYlZFIiGWe,engl,6771,19
FyFBZuInKvagUHIEEphPfnxaTKGDfusZCaoPhawGaIulSHjosN,engl,3223,49
LcotHkyBLkRVWjHScAJawqMDwMXLLZCZScKBUtCdDfyioyvzWb,phys,4367,28
QslcFthztAEqIssUgFIIGWdhZIqAllTMlKWaJUUOsTvgufxYxx,geom,1897,15
OYqoURFNjcFpZMIwOlyLAuvuhZnNeUxwqSIgkotHtfFveyJEOF,stat,6472,29
EjHmdkXAZkdMEoQxRxoeotjnOAjJZQRfIndZITUyNJrETFubox,phys,7271,30
xHsepFiQUFWGsAoYYKzSBQPEpVHwkCeAWlZpcqWeOObGkUiQQc,cs,1138,36
SNVrCeluVMsMcXUEFmugxnHUxCCpXykwVptwxuHWqIdbliDEJj,phys,3054,47
ixXvabuqJqIaVGYlblOuffBcSeFYQkyiGlxLyZoqwuwVcwxNEv,chem,7522,28
MExTJibMOnhhddexWlBFkFaOXxikPJHcbknOInMYzkzMDREkwg,math,3701,43
dOrOslFugsplgjUSMNNUMEVLDoLbEZkiTFoTzbZOGxwedtiKue,cs,7701,28
lfyBoycYYBTevHkgdAkfclPMtfoEfzoZdyEIbIDoYJkSNlagkB,stat,5229,46
RqOadAgPMlRChgskhuGCuiIjWmVpmfMaBnRdkiVhzHeTiuheHY,stat,7521,39
yOsSqnfNyDOrBqGPzmPOejzCsrSHFNWRLnTsOLHuGoBBSCOBGc,math,5888,32
zrKAKfkzmJzaCValDAzBFJqvegMZvkVweuqhOByPPgMSAdVeBG,geom,7716,33
ELJOuYWVXNuEPGGnGiiKqXMvyuTZIoeMFKiiOYcqQtYYnKuIia,chem,2983,13
geAAVOTTIhSGtUZCtLwndgXBdMUBeQCtPrIjehgZUPypGjvCxl,math,3904,7
NqFEqDsraotZQXJnlysUyegzzDJswnyoxJQGCjePHewbIjJKPL,phys,4064,14
babzCYZqoOEAcJfqNDMNmvYuQvHrZmSWeAJvZCagYCxZeSfozy,chem,6028,39
GbzEMeCXYviyAjDTJrnmLspzgGAMzTUfMLbjDkqtVpmXUqklPf,phys,1385,11
fBeTfGsEWrHxebvukipyJBRDrARGeBkWkrFyWibdftdzQOgwMc,geom,4370,47
wXoiwNUTpsGQSeCDvRmPJVPeqzlakphRoyYMiQvNBQIOvKmGXn,math,1779,3
dIbQRbufMOSNWFHSpROYxDJEWImzTHIndGbYATGmZWKxMjxjhP,geom,7702,1
GTEZFvetaouidycpEJftKcLlmwiEEPrdJHYurNKjhhbkVynRbw,math,1414,50
PUNfECMrsUxuVsvqeLiOYocLKzWXqVfBFmFeTJGwUUGmKYZhKV,engl,4660,12
ZxTdOuhCnGMBLkPglzZwjOshQApdTcamOYebOvYjUuwfPqEbSq,cs,2779,13
keZnASOsOIvcbOiiIMLxaZOyweTkdIvnfRwciDtNUlQINfcxDX,engl,1902,17
rQNjthtMhRYBlaDvaHGcxXpoGtndkMnonfqxOmRYLNzzMEXPFI,chem,7074,50
OoLCVvIypAvAHovlARVEksfVJQKAyhzymrMebTXCrtlrGeVYnL,cs,5161,15
grniTPgoCyNfezwevAvfPMxSLLwYuolWMTFyWQgxfTMbLWvcvM,cs,5454,41
srCDVWttSRltIahCmBxsICNQjuGRWlFXHtVgWhMOFoFbyZQWkH,engl,4278,27
BgCkPmTALLzkvqaTJpUFJPoUQqBCUVAzJAWONbkUaeuCzKOrKV,engl,5110,20
rBYWbxxxJyFhVFtomTdItMCxoVBOEWhrpDRkdLleAHGbAEibhy,cs,2582,44
PvboUIJRoaOXUmVpFhykaOTMTOtZclkmpxlOPYBINGayzRlilV,engl,4558,31
tLQwmXfIeCnQgCHULLaCNPxXujkymltbiDpaAoWOcMuKmQMHUV,phys,1312,2
ztnVNloaILwjNoCmiLeNFGABxLPdvchPRRJnXyfnEhXviYRaVG,biol,3751,19
OWQJcXrQnULnYJyTMvxdyfpVjlbCymTXoeusUmCwmmQUvyxNMB,geom,6826,47
RVEXCvVpkvoPiJLQiZaMrXjjZYTOZEhIngqTqcpMtHpsfhanQX,biol,1248,31
zxZAGSXevsiWJHEGEKNGKMxuAuQfcQqEIsPfxyoDPvEjQgJbtj,engl,2218,34
xepyPhnDfmwYimFhuMXgLUAfsSQYwhvHPngBhhpbMlvdpFSVfN,stat,5783,13
xLiRhWPcwVEGeemzQooQmmOJQunpNtdhLtUjLQLYWweCtfeIEs,geom,3321,47
UCffUAKmciaJFlULSTIeuPRyNJOGWLZfQsqEVFWkcBSDfwWUHW,geom,5534,48
VIiNTBhiluDdwesEZhsxqvFdJPkhjNGtGQSgKOksIIiHAUrrVi,chem,6151,3
KzvzEySQkqOgpDySdrltuXswDiijUwgqhDjmWgnkkSXGDJSEFQ,phys,2880,30
MnPxJYbkFfXzMJKOgRbcizOtfeGCCcZOnnZLGpmeECvWuZPfHk,stat,1299,29
npBZmftljmqeUnDLKftTEwHQYjVpIlOBUeBkvEAesaNxDZTcKR,engl,4996,32
JvuXzPLILDedBVHbtmEbuLqRdUyborYrLSOMIuoLZUAPiVGCCX,geom,1928,41
MxDAvtKEZQzrmHDwsoukuMcjXPawZczGFFrNFWJFAxySRiDBbT,geom,4846,15
IXRfHVsCaORrPfLTwxPsPxQjLfXuKAtNzZXqRiUMgxarrJOxNK,engl,5748,10
